,concepts,answers,hyes,hno,example_num,obj
2095,hg50,False,2,22,69,small yellow circle
2096,hg50,False,1,23,70,medium green triangle
2097,hg50,False,1,23,71,medium yellow triangle
2098,hg50,False,2,22,72,small green circle
2099,hg50,False,0,24,73,medium green rectangle
2100,hg107,False,15,9,0,medium green rectangle
2101,hg107,False,13,11,1,medium green circle
2102,hg107,False,13,11,2,small yellow circle
2103,hg107,True,14,10,3,large blue rectangle
2104,hg107,False,2,22,4,medium yellow triangle
2105,hg107,False,18,6,5,large blue circle
2106,hg107,False,8,16,6,small blue circle
2107,hg107,True,3,20,7,large blue circle
2108,hg107,True,1,22,8,medium green circle
2109,hg107,True,0,23,9,medium yellow circle
2110,hg107,False,5,18,10,small yellow rectangle
2111,hg107,False,2,21,11,small green triangle
2112,hg107,False,9,14,12,large yellow circle
2113,hg107,False,2,21,13,small yellow rectangle
2114,hg107,False,3,20,14,medium yellow triangle
2115,hg107,True,11,12,15,small blue circle
2116,hg107,False,1,22,16,small yellow rectangle
2117,hg107,True,14,9,17,medium yellow circle
2118,hg107,False,8,15,18,medium yellow rectangle
2119,hg107,False,13,10,19,large yellow rectangle
2120,hg107,False,8,15,20,small green rectangle
2121,hg107,False,2,21,21,small yellow rectangle
2122,hg107,False,5,18,22,large yellow rectangle
2123,hg107,False,5,18,23,small yellow circle
2124,hg107,False,3,20,24,large green triangle
2125,hg107,False,2,21,25,medium yellow triangle
2126,hg107,False,8,15,26,medium yellow circle
2127,hg107,False,6,17,27,large yellow rectangle
2128,hg107,False,4,19,28,small green rectangle
2129,hg107,False,0,23,29,medium yellow rectangle
2130,hg107,False,0,23,30,small yellow triangle
2131,hg107,True,7,16,31,large green rectangle
2132,hg107,False,12,11,32,medium green circle
2133,hg107,False,2,21,33,small green triangle
2134,hg107,True,8,15,34,small blue rectangle
2135,hg107,False,9,14,35,small yellow circle
2136,hg107,False,5,18,36,small yellow triangle
2137,hg107,False,8,15,37,large green circle
2138,hg107,False,7,16,38,large yellow triangle
2139,hg107,True,6,17,39,large blue circle
2140,hg107,True,2,21,40,medium blue triangle
2141,hg107,False,8,15,41,large green triangle
2142,hg107,False,5,18,42,small yellow triangle
2143,hg107,False,4,19,43,large yellow rectangle
2144,hg107,False,3,20,44,small yellow rectangle
2145,hg107,True,19,4,45,medium blue circle
2146,hg107,True,17,6,46,small yellow circle
2147,hg107,False,9,14,47,medium green circle
2148,hg107,False,12,11,48,large yellow circle
2149,hg107,True,13,10,49,small blue rectangle
2150,hg107,False,4,19,50,large yellow triangle
2151,hg107,False,5,18,51,medium yellow triangle
2152,hg107,False,2,21,52,small green triangle
2153,hg107,True,13,10,53,large yellow circle
2154,hg107,True,19,4,54,small blue circle
2155,hg107,True,17,6,55,small blue circle
2156,hg107,False,5,18,56,large green rectangle
2157,hg107,False,3,20,57,medium green rectangle
2158,hg107,True,12,11,58,small green circle
2159,hg107,False,3,20,59,small yellow rectangle
2160,hg107,False,4,19,60,medium yellow rectangle
2161,hg107,True,12,11,61,small yellow triangle
2162,hg107,True,15,8,62,medium blue circle
2163,hg107,False,4,19,63,medium yellow rectangle
2164,hg107,False,5,18,64,medium green rectangle
2165,hg107,True,14,9,65,medium blue triangle
2166,hg107,False,6,17,66,large green circle
2167,hg107,True,18,5,67,medium blue triangle
2168,hg107,True,18,5,68,large green triangle
2169,hg107,True,14,9,69,medium blue rectangle
2170,hg107,True,15,8,70,large yellow triangle
2171,hg107,True,14,9,71,large yellow rectangle
2172,hg107,True,20,3,72,medium blue rectangle
2173,hg107,True,18,5,73,large blue triangle
2174,hg107,False,4,19,74,small yellow rectangle
2175,hg107,True,19,4,75,small blue triangle
2176,hg107,True,20,3,76,large blue circle
2177,hg108,False,8,18,0,small yellow circle
2178,hg108,True,10,16,1,large green rectangle
2179,hg108,False,10,16,2,large yellow circle
2180,hg108,True,9,17,3,medium green triangle
2181,hg108,False,21,5,4,medium green circle
2182,hg108,False,2,24,5,large yellow circle
2183,hg108,False,10,16,6,large blue rectangle
2184,hg108,True,10,16,7,large yellow triangle
2185,hg108,False,12,14,8,large yellow rectangle
2186,hg108,False,13,13,9,small green rectangle
2187,hg108,True,14,12,10,medium yellow triangle
2188,hg108,False,6,20,11,small blue triangle
2189,hg108,True,5,21,12,medium blue circle
2190,hg108,True,8,17,13,small yellow circle
2191,hg108,True,20,5,14,medium green triangle
2192,hg108,True,14,11,15,large blue circle
2193,hg108,True,8,17,16,medium blue rectangle
2194,hg108,True,10,15,17,large blue rectangle
2195,hg108,True,8,17,18,small blue triangle
2196,hg108,True,14,11,19,large blue triangle
2197,hg108,False,14,11,20,large green rectangle
2198,hg108,True,13,12,21,small green triangle
2199,hg108,False,18,7,22,large blue rectangle
2200,hg108,True,10,15,23,medium green circle
2201,hg108,False,13,12,24,large yellow rectangle
2202,hg108,True,16,9,25,small yellow circle
2203,hg108,False,14,11,26,large yellow triangle
2204,hg108,True,10,15,27,small blue rectangle
2205,hg108,False,13,12,28,small green triangle
2206,hg108,True,21,4,29,medium blue rectangle
2207,hg108,True,20,5,30,medium blue circle
2208,hg108,True,16,9,31,large green circle
2209,hg108,False,7,18,32,medium yellow rectangle
2210,hg108,False,7,18,33,large green rectangle
2211,hg108,True,17,8,34,small yellow triangle
2212,hg108,False,14,11,35,small blue triangle
2213,hg108,True,7,18,36,large green rectangle
2214,hg108,False,7,18,37,large blue rectangle
2215,hg108,True,12,13,38,large yellow triangle
2216,hg108,True,15,10,39,medium blue triangle
2217,hg108,True,14,11,40,medium yellow rectangle
2218,hg108,False,8,17,41,medium blue rectangle
2219,hg108,True,24,1,42,large blue triangle
2220,hg108,True,21,4,43,large blue circle
2221,hg108,True,23,2,44,medium blue triangle
2222,hg108,True,20,5,45,medium yellow triangle
2223,hg108,True,24,1,46,medium blue circle
2224,hg108,True,19,6,47,large blue circle
2225,hg108,False,5,20,48,medium blue rectangle
2226,hg108,True,13,12,49,small yellow rectangle
2227,hg108,True,15,10,50,small yellow triangle
2228,hg108,True,25,0,51,medium blue circle
2229,hg108,True,21,4,52,medium blue triangle
2230,hg108,True,18,7,53,small yellow circle
2231,hg108,True,11,14,54,medium blue rectangle
2232,hg108,True,15,10,55,small green circle
2233,hg108,True,20,5,56,large blue triangle
2234,hg108,True,7,18,57,small blue rectangle
2235,hg108,True,21,4,58,small green circle
2236,hg108,False,16,9,59,medium green triangle
2237,hg108,False,17,8,60,small green triangle
2238,hg108,True,21,4,61,large green triangle
2239,hg108,False,10,15,62,large yellow rectangle
2240,hg108,False,12,13,63,small green rectangle
2241,hg108,False,6,19,64,small yellow rectangle
2242,hg108,True,19,6,65,large green circle
2243,hg72,False,17,9,0,medium yellow triangle
2244,hg72,False,7,19,1,medium green triangle
2245,hg72,False,9,17,2,small blue rectangle
2246,hg72,False,7,19,3,large yellow rectangle
2247,hg72,False,3,23,4,medium green triangle
2248,hg72,True,11,15,5,medium green circle
2249,hg72,False,10,16,6,small blue circle
2250,hg72,False,5,21,7,small green triangle
2251,hg72,True,1,25,8,small green triangle
2252,hg72,False,2,24,9,small green rectangle
2253,hg72,False,3,23,10,large blue triangle
2254,hg72,False,3,23,11,medium yellow rectangle
2255,hg72,False,19,7,12,large green circle
2256,hg72,False,13,13,13,small green triangle
2257,hg72,True,2,24,14,large yellow circle
2258,hg72,False,0,26,15,small blue circle
2259,hg72,True,13,13,16,small green circle
2260,hg72,False,3,23,17,medium blue triangle
2261,hg72,False,5,20,18,small green rectangle
2262,hg72,False,13,12,19,large blue circle
2263,hg72,False,10,15,20,large green rectangle
2264,hg72,True,14,11,21,medium yellow circle
2265,hg72,False,12,13,22,small green triangle
2266,hg72,False,2,23,23,medium blue rectangle
2267,hg72,False,15,10,24,medium yellow circle
2268,hg72,False,7,18,25,small green triangle
2269,hg72,False,12,11,26,large green circle
2270,hg72,False,4,19,27,large green rectangle
2271,hg72,False,2,21,28,medium blue triangle
2272,hg72,False,1,22,29,large yellow rectangle
2273,hg72,False,2,21,30,medium yellow triangle
2274,hg72,False,4,19,31,large green circle
2275,hg72,False,1,22,32,medium green rectangle
2276,hg72,False,3,20,33,small blue triangle
2277,hg72,False,7,16,34,small yellow circle
2278,hg72,False,13,10,35,medium green circle
2279,hg72,False,12,11,36,small green circle
2280,hg72,False,4,19,37,small yellow triangle
2281,hg72,True,1,22,38,medium blue rectangle
2282,hg72,True,1,22,39,large blue rectangle
2283,hg72,False,6,17,40,medium green rectangle
2284,hg72,False,6,17,41,large yellow rectangle
2285,hg72,True,14,9,42,medium blue triangle
2286,hg72,True,16,7,43,large blue triangle
2287,hg72,True,10,13,44,large yellow triangle
2288,hg72,False,3,20,45,medium green circle
2289,hg72,False,2,21,46,medium yellow rectangle
2290,hg72,True,14,9,47,medium yellow triangle
2291,hg72,False,10,13,48,small blue triangle
2292,hg72,False,6,17,49,medium blue rectangle
2293,hg72,True,14,9,50,large green rectangle
2294,hg72,False,3,20,51,medium yellow circle
2295,hg72,True,13,10,52,large yellow rectangle
2296,hg72,False,4,19,53,medium green triangle
2297,hg72,False,6,17,54,medium blue rectangle
2298,hg72,False,4,19,55,medium green circle
2299,hg72,False,7,16,56,small blue triangle
2300,hg72,True,16,7,57,large yellow rectangle
2301,hg72,True,15,8,58,large green triangle
2302,hg72,False,3,20,59,medium blue rectangle
2303,hg72,False,1,22,60,small blue circle
2304,hg72,False,7,16,61,large blue rectangle
2305,hg72,False,3,20,62,medium green circle
2306,hg72,False,13,10,63,large green triangle
2307,hg72,False,2,21,64,small green circle
2308,hg72,False,1,22,65,small yellow circle
2309,hg72,False,7,16,66,large blue rectangle
2310,hg72,False,1,22,67,small green triangle
2311,hg72,False,12,11,68,large yellow circle
2312,hg72,False,0,23,69,small blue rectangle
2313,hg72,False,5,18,70,medium green circle
2314,hg72,False,4,19,71,large green circle
2315,hg72,False,12,11,72,large yellow rectangle
2316,hg72,False,2,21,73,medium green triangle
2317,hg72,False,2,21,74,medium green rectangle
2318,hg72,False,5,18,75,medium yellow rectangle
2319,hg58,False,13,11,0,medium green circle
2320,hg58,False,10,14,1,small yellow triangle
2321,hg58,False,10,14,2,small green triangle
2322,hg58,True,11,13,3,small blue rectangle
2323,hg58,True,10,14,4,medium blue rectangle
2324,hg58,False,6,18,5,large green triangle
2325,hg58,False,13,11,6,medium yellow rectangle
2326,hg58,False,5,19,7,small green triangle
2327,hg58,False,7,17,8,medium yellow triangle
2328,hg58,False,7,17,9,large yellow triangle
2329,hg58,False,5,19,10,medium yellow triangle
2330,hg58,True,17,7,11,medium blue rectangle
2331,hg58,False,8,16,12,medium green triangle
2332,hg58,False,5,19,13,medium yellow circle
2333,hg58,True,5,18,14,large green circle
2334,hg58,False,6,17,15,medium yellow rectangle
2335,hg58,True,11,12,16,medium blue circle
2336,hg58,True,15,8,17,large blue circle
2337,hg58,True,17,6,18,medium blue rectangle
2338,hg58,False,4,19,19,large yellow triangle
2339,hg58,True,19,4,20,large blue rectangle
2340,hg58,False,14,9,21,medium blue triangle
2341,hg58,True,20,3,22,large blue rectangle
2342,hg58,False,6,17,23,large green triangle
2343,hg58,False,18,5,24,medium blue circle
2344,hg58,True,16,7,25,large blue circle
2345,hg58,True,2,21,26,small yellow rectangle
2346,hg58,True,21,2,27,large blue rectangle
2347,hg58,True,11,12,28,medium blue circle
2348,hg58,True,11,12,29,large green circle
2349,hg58,True,9,14,30,small blue triangle
2350,hg58,False,8,15,31,small green rectangle
2351,hg58,True,22,1,32,large blue rectangle
2352,hg58,True,19,4,33,medium blue circle
2353,hg58,True,10,13,34,medium green rectangle
2354,hg58,True,18,5,35,large blue circle
2355,hg58,True,9,14,36,small green circle
2356,hg58,True,16,7,37,medium blue triangle
2357,hg58,True,17,6,38,large blue triangle
2358,hg58,False,5,18,39,medium yellow rectangle
2359,hg58,False,10,13,40,small green circle
2360,hg58,True,17,6,41,medium blue rectangle
2361,hg58,True,10,13,42,small yellow rectangle
2362,hg58,False,6,17,43,medium green circle
2363,hg58,True,15,8,44,large blue circle
2364,hg58,False,3,20,45,small green triangle
2365,hg58,False,10,13,46,small yellow rectangle
2366,hg58,False,9,14,47,small green rectangle
2367,hg58,False,5,18,48,small yellow circle
2368,hg58,True,13,10,49,medium yellow rectangle
2369,hg58,False,9,14,50,large green triangle
2370,hg58,True,15,8,51,small blue rectangle
2371,hg58,False,7,16,52,medium green triangle
2372,hg58,False,7,16,53,large yellow rectangle
2373,hg58,False,9,14,54,small green rectangle
2374,hg58,False,3,20,55,medium yellow triangle
2375,hg58,True,21,2,56,large blue rectangle
2376,hg58,False,13,10,57,small blue triangle
2377,hg58,False,10,13,58,medium green triangle
2378,hg58,False,7,16,59,small green triangle
2379,hg58,True,17,6,60,large blue circle
2380,hg58,True,14,9,61,small blue circle
2381,hg58,False,2,21,62,large yellow triangle
2382,hg58,False,2,21,63,small green triangle
2383,hg58,False,4,19,64,small green circle
2384,hg58,False,4,19,65,large green triangle
2385,hg58,False,4,19,66,large yellow triangle
2386,hg58,False,9,14,67,small green triangle
2387,hg58,False,3,20,68,small green circle
2388,hg58,False,4,19,69,large yellow circle
2389,hg58,False,14,9,70,small blue triangle
2390,hg58,True,18,5,71,medium blue rectangle
2391,hg89,False,12,12,0,medium green circle
2392,hg89,False,11,13,1,small blue triangle
2393,hg89,False,3,21,2,large green circle
2394,hg89,True,11,13,3,medium yellow triangle
2395,hg89,True,12,12,4,small yellow triangle
2396,hg89,True,9,15,5,medium green triangle
2397,hg89,False,5,19,6,medium blue triangle
2398,hg89,True,23,1,7,medium green triangle
2399,hg89,False,20,4,8,large yellow triangle
2400,hg89,False,22,2,9,small green triangle
2401,hg89,False,18,6,10,small yellow triangle
2402,hg89,False,4,20,11,small green rectangle
2403,hg89,False,2,21,12,small blue circle
2404,hg89,False,4,19,13,large green rectangle
2405,hg89,False,4,19,14,medium blue triangle
2406,hg89,False,1,22,15,large green rectangle
2407,hg89,False,3,20,16,medium green circle
2408,hg89,False,2,21,17,small blue triangle
2409,hg89,False,3,20,18,small yellow circle
2410,hg89,False,2,21,19,large green circle
2411,hg89,True,7,16,20,large yellow triangle
2412,hg89,False,0,23,21,large blue circle
2413,hg89,False,1,22,22,medium blue triangle
2414,hg89,False,0,23,23,large green circle
2415,hg89,False,18,5,24,medium yellow triangle
2416,hg89,False,1,22,25,large yellow circle
2417,hg89,False,1,22,26,large yellow rectangle
2418,hg89,False,1,22,27,small yellow rectangle
2419,hg89,False,0,23,28,medium blue triangle
2420,hg89,False,0,23,29,large yellow circle
2421,hg89,False,1,22,30,medium green circle
2422,hg89,False,1,22,31,small blue triangle
2423,hg89,False,1,22,32,large green rectangle
2424,hg89,False,1,22,33,small blue circle
2425,hg89,True,1,22,34,medium green circle
2426,hg89,False,4,19,35,medium yellow circle
2427,hg89,False,2,21,36,large yellow circle
2428,hg89,False,0,23,37,small blue rectangle
2429,hg89,False,0,23,38,small blue circle
2430,hg89,False,1,22,39,small green rectangle
2431,hg89,False,12,11,40,medium yellow triangle
2432,hg89,False,12,11,41,large yellow triangle
2433,hg89,False,1,22,42,small yellow rectangle
2434,hg89,False,2,21,43,small yellow rectangle
2435,hg89,False,2,21,44,medium yellow rectangle
2436,hg89,False,2,21,45,small blue triangle
2437,hg89,True,10,13,46,large green triangle
2438,hg89,False,2,21,47,large green circle
2439,hg89,True,4,19,48,small yellow circle
2440,hg89,False,1,22,49,small blue circle
2441,hg89,True,2,21,50,small yellow rectangle
2442,hg89,False,2,21,51,medium blue rectangle
2443,hg89,True,10,13,52,large green circle
2444,hg89,False,3,20,53,medium blue circle
2445,hg89,False,8,15,54,medium yellow circle
2446,hg89,True,17,6,55,medium yellow triangle
2447,hg89,False,0,23,56,medium blue rectangle
2448,hg89,True,16,7,57,large yellow triangle
2449,hg89,False,1,22,58,small blue triangle
2450,hg89,False,1,21,59,medium blue circle
2451,hg89,True,12,10,60,large green circle
2452,hg89,False,5,17,61,large yellow circle
2453,hg89,False,1,21,62,medium yellow rectangle
2454,hg89,False,3,19,63,small green circle
2455,hg89,False,6,16,64,medium yellow circle
2456,hg89,False,6,16,65,small yellow triangle
2457,hg89,False,7,15,66,large green circle
2458,hg89,False,2,20,67,medium green circle
2459,hg89,False,2,20,68,medium blue triangle
2460,hg89,True,10,12,69,small green triangle
2461,hg89,False,1,21,70,small blue triangle
2462,hg89,True,17,5,71,medium yellow triangle
2463,hg89,False,0,22,72,medium green rectangle
2464,hg89,True,18,4,73,large green triangle
2465,hg89,False,1,21,74,large blue circle
2466,hg89,True,8,14,75,small yellow circle
2467,hg89,True,16,6,76,large green circle
2468,hg89,False,11,11,77,large yellow triangle
2469,hg89,False,1,21,78,small green rectangle
2470,hg89,False,3,19,79,medium green rectangle
2471,hg89,False,10,12,80,small green triangle
2472,hg06,True,13,12,0,large blue triangle
2473,hg06,True,12,13,1,large blue rectangle
2474,hg06,True,12,13,2,medium yellow circle
2475,hg06,True,14,11,3,small blue circle
2476,hg06,True,13,12,4,large green circle
2477,hg06,False,17,7,5,large yellow triangle
2478,hg06,True,18,6,6,medium blue circle
2479,hg06,False,5,19,7,large yellow triangle
2480,hg06,False,7,17,8,small yellow triangle
2481,hg06,True,21,3,9,small blue circle
2482,hg06,False,10,14,10,large yellow rectangle
2483,hg06,False,10,14,11,medium yellow rectangle
2484,hg06,False,3,21,12,medium yellow triangle
2485,hg06,True,23,1,13,medium blue circle
2486,hg06,True,18,6,14,medium blue rectangle
2487,hg06,True,19,5,15,small blue triangle
2488,hg06,False,1,23,16,small yellow triangle
2489,hg06,False,2,22,17,small yellow rectangle
2490,hg06,True,22,2,18,large blue rectangle
2491,hg06,False,1,23,19,large yellow rectangle
2492,hg06,True,19,5,20,large green circle
2493,hg06,False,14,10,21,large green triangle
2494,hg06,False,13,11,22,small green rectangle
2495,hg06,True,19,5,23,medium yellow circle
2496,hg06,False,2,22,24,medium yellow rectangle
2497,hg06,True,21,3,25,medium blue circle
2498,hg06,True,22,2,26,large blue triangle
2499,hg06,True,18,6,27,medium green circle
2500,hg06,True,22,2,28,large blue circle
2501,hg06,True,20,4,29,small blue rectangle
2502,hg06,True,19,5,30,small yellow circle
2503,hg06,False,5,19,31,medium green triangle
2504,hg06,True,20,4,32,small blue triangle
2505,hg06,False,5,19,33,medium green rectangle
2506,hg06,True,21,2,34,medium blue circle
2507,hg06,False,2,21,35,medium yellow rectangle
2508,hg06,False,2,21,36,large yellow rectangle
2509,hg06,True,20,3,37,large blue triangle
2510,hg06,False,2,21,38,medium yellow triangle
2511,hg06,False,1,22,39,small yellow triangle
2512,hg06,True,20,3,40,large green circle
2513,hg06,False,1,22,41,large yellow rectangle
2514,hg06,False,4,19,42,large green triangle
2515,hg06,False,1,22,43,small yellow rectangle
2516,hg06,False,1,22,44,medium yellow rectangle
2517,hg06,True,19,4,45,medium blue rectangle
2518,hg06,False,3,20,46,medium green rectangle
2519,hg06,True,18,5,47,small green circle
2520,hg06,True,21,2,48,medium green circle
2521,hg06,True,20,3,49,medium blue circle
2522,hg06,False,1,22,50,large green triangle
2523,hg06,True,22,1,51,large green circle
2524,hg06,True,19,4,52,medium yellow circle
2525,hg06,False,4,19,53,small green triangle
2526,hg06,True,22,1,54,medium blue circle
2527,hg06,False,3,20,55,medium green rectangle
2528,hg06,True,21,2,56,large yellow circle
2529,hg06,True,22,1,57,small green circle
2530,hg06,True,20,3,58,small blue circle
2531,hg06,False,1,22,59,large yellow rectangle
2532,hg06,False,2,21,60,medium green rectangle
2533,hg06,False,3,20,61,medium green triangle
2534,hg06,False,2,21,62,medium yellow rectangle
2535,hg06,True,20,3,63,medium blue triangle
2536,hg06,False,3,20,64,medium green rectangle
2537,hg06,False,0,23,65,small yellow rectangle
2538,hg06,True,22,1,66,small green circle
2539,hg06,False,3,20,67,medium green triangle
2540,hg06,True,17,6,68,large blue triangle
2541,hg06,True,15,8,69,large blue rectangle
2542,hg06,True,21,2,70,medium green circle
2543,hg06,True,21,2,71,small green circle
2544,hg06,False,2,21,72,large green triangle
2545,hg06,True,21,2,73,large blue circle
2546,hg06,False,3,20,74,small yellow triangle
2547,hg06,False,3,20,75,small green rectangle
2548,hg06,True,23,0,76,small green circle
2549,hg06,False,1,22,77,medium yellow triangle
2550,hg105,True,13,10,0,large blue triangle
2551,hg105,True,4,19,1,medium yellow triangle
2552,hg105,True,14,9,2,large blue rectangle
2553,hg105,True,2,21,3,small green rectangle
2554,hg105,True,15,8,4,large blue circle
2555,hg105,True,15,8,5,medium blue rectangle
2556,hg105,True,22,1,6,large blue triangle
2557,hg105,True,19,4,7,small green rectangle
2558,hg105,True,12,11,8,medium green rectangle
2559,hg105,False,23,0,9,large green rectangle
2560,hg105,False,21,2,10,small yellow triangle
2561,hg105,False,22,1,11,medium green triangle
2562,hg105,False,21,2,12,large yellow rectangle
2563,hg105,True,20,3,13,medium blue circle
2564,hg105,False,14,9,14,medium yellow circle
2565,hg105,False,9,14,15,small green triangle
2566,hg105,False,12,11,16,small green rectangle
2567,hg105,False,5,18,17,small yellow triangle
2568,hg105,True,11,12,18,small blue triangle
2569,hg105,True,17,6,19,small blue rectangle
2570,hg105,True,11,12,20,medium yellow rectangle
2571,hg105,True,9,14,21,small yellow rectangle
2572,hg105,True,21,2,22,large blue triangle
2573,hg105,True,12,11,23,large yellow triangle
2574,hg105,False,8,14,24,medium yellow triangle
2575,hg105,False,5,17,25,large green circle
2576,hg105,False,5,17,26,medium green triangle
2577,hg105,False,4,18,27,medium green circle
2578,hg105,False,7,15,28,large yellow rectangle
2579,hg105,False,20,2,29,small blue triangle
2580,hg105,False,21,1,30,large blue triangle
2581,hg105,True,19,3,31,large yellow triangle
2582,hg105,True,18,4,32,medium blue triangle
2583,hg105,True,17,5,33,medium green rectangle
2584,hg105,True,20,2,34,large blue rectangle
2585,hg105,False,5,17,35,small green triangle
2586,hg105,False,6,16,36,medium yellow triangle
2587,hg105,True,15,7,37,small blue rectangle
2588,hg105,False,6,16,38,medium green triangle
2589,hg105,False,4,18,39,small green circle
2590,hg105,False,2,20,40,large green circle
2591,hg105,True,20,2,41,small blue rectangle
2592,hg105,True,12,10,42,small green circle
2593,hg105,True,19,3,43,medium blue circle
2594,hg105,False,10,12,44,medium blue rectangle
2595,hg105,False,12,10,45,small blue rectangle
2596,hg105,False,4,18,46,small green circle
2597,hg105,True,13,9,47,medium blue triangle
2598,hg105,False,1,21,48,large green triangle
2599,hg105,False,2,20,49,small green triangle
2600,hg105,False,4,18,50,small green circle
2601,hg105,False,2,20,51,large green triangle
2602,hg105,False,1,21,52,medium green circle
2603,hg105,True,18,4,53,medium blue rectangle
2604,hg105,True,18,4,54,small blue circle
2605,hg105,True,11,11,55,small green circle
2606,hg105,True,20,2,56,large blue rectangle
2607,hg105,True,18,4,57,medium green circle
2608,hg105,True,21,1,58,small blue circle
2609,hg105,True,15,7,59,large yellow circle
2610,hg105,False,2,20,60,small yellow triangle
2611,hg105,False,3,19,61,medium yellow circle
2612,hg105,False,3,19,62,small yellow rectangle
2613,hg105,False,6,16,63,large yellow circle
2614,hg105,False,3,19,64,medium yellow rectangle
2615,hg105,True,20,2,65,medium blue rectangle
2616,hg105,True,20,2,66,large blue circle
2617,hg105,False,4,18,67,medium green triangle
2618,hg105,True,15,7,68,small green circle
2619,hg105,True,20,2,69,large blue circle
2620,hg105,False,2,20,70,medium yellow circle
2621,hg105,True,18,4,71,large blue triangle
2622,hg24,False,10,12,0,medium green triangle
2623,hg24,False,13,9,1,large blue circle
2624,hg24,False,10,12,2,small green rectangle
2625,hg24,False,8,14,3,small yellow circle
2626,hg24,False,11,11,4,medium green rectangle
2627,hg24,False,5,17,5,small yellow triangle
2628,hg24,True,3,19,6,small blue circle
2629,hg24,False,10,12,7,large blue rectangle
2630,hg24,True,8,14,8,small blue triangle
2631,hg24,False,5,17,9,large yellow circle
2632,hg24,False,5,17,10,small yellow triangle
2633,hg24,False,13,9,11,small green circle
2634,hg24,False,1,21,12,large yellow rectangle
2635,hg24,False,2,20,13,large yellow triangle
2636,hg24,True,18,4,14,small blue rectangle
2637,hg24,False,6,16,15,medium blue circle
2638,hg24,False,6,16,16,small yellow circle
2639,hg24,False,3,19,17,large blue rectangle
2640,hg24,False,1,21,18,large yellow rectangle
2641,hg24,False,2,20,19,large green rectangle
2642,hg24,True,20,2,20,small blue rectangle
2643,hg24,False,0,22,21,large green circle
2644,hg24,False,0,22,22,medium yellow circle
2645,hg24,True,20,2,23,small blue triangle
2646,hg24,False,0,22,24,large yellow circle
2647,hg24,False,4,18,25,small green rectangle
2648,hg24,False,5,17,26,medium blue rectangle
2649,hg24,False,4,18,27,medium blue circle
2650,hg24,False,1,21,28,medium green circle
2651,hg24,False,2,20,29,medium yellow triangle
2652,hg24,False,4,18,30,small yellow triangle
2653,hg24,False,1,21,31,medium yellow rectangle
2654,hg24,False,2,20,32,medium green triangle
2655,hg24,False,1,21,33,medium yellow circle
2656,hg24,False,0,22,34,large yellow circle
2657,hg24,False,2,20,35,large yellow triangle
2658,hg24,False,3,19,36,small green circle
2659,hg24,False,1,21,37,large yellow circle
2660,hg24,False,1,21,38,medium green circle
2661,hg24,False,4,18,39,small green rectangle
2662,hg24,False,1,21,40,small yellow triangle
2663,hg24,True,20,2,41,small blue triangle
2664,hg24,False,0,22,42,medium blue triangle
2665,hg24,True,22,0,43,small blue rectangle
2666,hg24,False,1,21,44,large yellow circle
2667,hg24,False,1,21,45,large blue rectangle
2668,hg24,False,2,20,46,medium blue rectangle
2669,hg24,False,1,21,47,large green rectangle
2670,hg24,False,1,21,48,large yellow rectangle
2671,hg24,False,3,19,49,medium green rectangle
2672,hg24,False,1,21,50,large green rectangle
2673,hg24,False,1,21,51,large yellow triangle
2674,hg24,True,21,1,52,small blue triangle
2675,hg24,False,1,21,53,large blue rectangle
2676,hg24,False,4,18,54,small green rectangle
2677,hg24,False,0,22,55,large blue triangle
2678,hg24,False,0,22,56,medium yellow triangle
2679,hg24,False,2,20,57,medium blue rectangle
2680,hg24,False,2,20,58,small yellow triangle
2681,hg24,False,1,21,59,medium blue rectangle
2682,hg24,False,0,22,60,large green circle
2683,hg24,False,2,20,61,medium green triangle
2684,hg24,False,0,22,62,large yellow rectangle
2685,hg24,False,1,21,63,medium yellow triangle
2686,hg24,False,1,21,64,large yellow triangle
2687,hg24,True,20,2,65,small blue triangle
2688,hg24,False,0,22,66,medium blue rectangle
2689,hg24,False,0,22,67,large green circle
2690,hg24,False,2,20,68,small yellow rectangle
2691,hg24,False,1,21,69,medium yellow rectangle
2692,hg24,False,1,21,70,medium yellow circle
2693,hg24,False,1,21,71,medium green circle
2694,hg24,False,2,20,72,medium green rectangle
2695,hg24,False,2,20,73,small yellow circle
2696,hg24,False,1,21,74,small yellow triangle
2697,hg24,False,2,20,75,medium green triangle
2698,hg64,False,14,8,0,large yellow triangle
2699,hg64,False,12,10,1,large green triangle
2700,hg64,True,14,8,2,large yellow rectangle
2701,hg64,True,11,11,3,large green circle
2702,hg64,False,9,13,4,medium green triangle
2703,hg64,True,7,15,5,large green triangle
2704,hg64,False,17,5,6,large green circle
2705,hg64,False,8,14,7,medium blue circle
2706,hg64,False,5,17,8,small blue circle
2707,hg64,False,3,19,9,small yellow rectangle
2708,hg64,False,13,9,10,large blue rectangle
2709,hg64,True,13,9,11,small blue triangle
2710,hg64,True,15,7,12,large blue circle
2711,hg64,False,5,17,13,small yellow triangle
2712,hg64,False,3,19,14,medium blue rectangle
2713,hg64,False,10,12,15,large green triangle
2714,hg64,True,20,2,16,large blue circle
2715,hg64,False,5,17,17,medium yellow rectangle
2716,hg64,False,7,15,18,large blue rectangle
2717,hg64,False,3,19,19,medium blue rectangle
2718,hg64,True,14,8,20,medium yellow triangle
2719,hg64,True,12,10,21,medium green circle
