,model,concept,listnum,first_quarter,last_quarter,overall,chance,human_ove_mean,human_lq_mean,human_lq_median,human_lq_sd,is_boolean,above_chance,delta_lq_median,delta_lq,delta_ove,lq_above_first_percentile,lq_above_fifth_percentile,lq_above_first_quintile,lq_above_first_decile,lq_above_first_quartile,lq_above_sd,lq_above_2sd,lq_above_3sd,lq_at_human_baseline,ove_at_human_baseline,learned
254,GPT 3.5,hg16,1,0.4444444444444444,0.6111111111111112,0.5072463768115942,0.5051459777357697,0.7453416149068323,0.9074074074074072,0.9444444444444444,0.1507704428441799,True,True,-0.33333333333333326,-0.29629629629629606,-0.1342305037957211,True,True,False,False,False,False,True,True,False,False,True
255,GPT 3.5,hg16,2,0.47058823529411764,0.5294117647058824,0.5757575757575758,0.5041322314049587,0.7224517906336089,0.7941176470588236,0.9411764705882352,0.2443124665564139,True,True,-0.4117647058823528,-0.26470588235294124,-0.1930400259277265,True,True,True,True,False,False,True,True,False,False,True
256,GPT 3.5,hg17,1,0.7,0.85,0.7948717948717948,0.7054569362261669,0.6975524475524475,0.859090909090909,0.95,0.1874690057027389,False,True,-0.09999999999999998,-0.009090909090909038,0.15244755244755248,True,True,True,True,True,True,True,True,True,True,True
257,GPT 3.5,hg17,2,0.3333333333333333,0.9047619047619048,0.6666666666666666,0.6043286084438348,0.6831275720164609,0.8299319727891156,0.8095238095238095,0.1495567568965183,False,True,0.09523809523809523,0.0748299319727892,0.22163433274544386,True,True,True,True,True,True,True,True,True,True,True
258,GPT 3.5,hg18,1,0.7894736842105263,0.8947368421052632,0.8904109589041096,0.6021767686245074,0.9514321295143214,0.9952153110047848,1.0,0.0219261994973963,True,True,-0.10526315789473684,-0.10047846889952161,-0.05669528740905827,False,False,False,False,False,False,False,False,False,False,True
259,GPT 3.5,hg18,2,0.7777777777777778,0.8333333333333334,0.7428571428571429,0.5146938775510204,0.9108571428571428,0.9555555555555554,1.0,0.0942809041582063,True,True,-0.16666666666666663,-0.12222222222222201,-0.07752380952380944,True,True,False,True,False,False,True,True,False,False,True
260,GPT 3.5,hg19,1,0.42857142857142855,0.8571428571428571,0.7530864197530864,0.5732357872275567,0.8980338363054412,0.9770723104056436,1.0,0.0833601573057952,True,True,-0.1428571428571429,-0.11992945326278648,-0.04089097916258411,True,True,False,False,False,False,True,True,False,False,True
261,GPT 3.5,hg19,2,0.5555555555555556,0.9444444444444444,0.8194444444444444,0.5385802469135802,0.863756613756614,0.9259259259259258,1.0,0.1833239803076234,True,True,-0.05555555555555558,0.0185185185185186,0.08068783068783048,True,True,False,True,False,True,True,True,True,False,True
262,GPT 3.5,hg20,1,0.6111111111111112,0.9444444444444444,0.8142857142857143,0.5330612244897959,0.9149659863945576,0.9682539682539684,1.0,0.1300877338957063,True,True,-0.05555555555555558,-0.023809523809523947,0.029478458049886802,True,True,False,False,False,True,True,True,True,False,True
263,GPT 3.5,hg20,2,0.47368421052631576,1.0,0.8356164383561644,0.5413773691124039,0.9148302561048244,0.9816933638443937,1.0,0.0367560146549405,True,True,0.0,0.01830663615560635,0.08516974389517562,True,True,True,True,True,True,True,True,True,False,True
264,GPT 3.5,hg21,1,0.5294117647058824,0.9411764705882353,0.7424242424242424,0.5165289256198348,0.7699724517906336,0.8449197860962566,1.0,0.2041912630164362,True,True,-0.05882352941176472,0.09625668449197866,0.17120401879760172,True,True,True,True,True,True,True,True,True,True,True
265,GPT 3.5,hg21,2,0.7,1.0,0.8987341772151899,0.6346739304598623,0.8433544303797468,0.90625,1.0,0.1509087058456204,True,True,0.0,0.09375,0.15664556962025322,True,True,True,True,True,True,True,True,True,True,True
266,GPT 3.5,hg22,1,0.5454545454545454,1.0,0.788235294117647,0.5582006920415225,0.8918767507002802,0.9696969696969696,1.0,0.0868502279122895,True,True,0.0,0.030303030303030387,0.10812324929971984,True,True,True,True,True,True,True,True,True,False,True
267,GPT 3.5,hg22,2,0.7777777777777778,0.8888888888888888,0.8055555555555556,0.5756172839506173,0.8327020202020203,0.8787878787878789,1.0,0.1696999759233479,True,True,-0.11111111111111116,0.010101010101009944,0.05618686868686851,True,True,True,True,True,True,True,True,True,True,True
268,GPT 3.5,hg23,1,0.6111111111111112,0.9444444444444444,0.7777777777777778,0.5756172839506173,0.9010416666666666,0.9930555555555556,1.0,0.0333043855785605,True,True,-0.05555555555555558,-0.04861111111111116,0.04340277777777779,True,False,False,False,False,False,True,True,False,False,True
269,GPT 3.5,hg23,2,0.8181818181818182,0.9545454545454546,0.8953488372093024,0.5457003785830179,0.9149048625792812,0.9586776859504134,1.0,0.1006264104288092,True,True,-0.045454545454545414,-0.004132231404958775,0.03964059196617342,True,True,True,True,False,True,True,True,True,True,True
270,GPT 3.5,hg24,1,0.6842105263157895,1.0,0.863013698630137,0.8266091199099269,0.8978829389788294,0.9545454545454546,1.0,0.1557230675629172,True,True,0.0,0.045454545454545414,0.10211706102117057,True,True,True,True,True,True,True,True,True,False,True
271,GPT 3.5,hg24,2,0.6842105263157895,1.0,0.8421052631578947,0.7912049861495845,0.8624401913875599,0.944976076555024,1.0,0.1582748794930439,True,True,0.0,0.055023923444975975,0.1375598086124401,True,True,True,True,True,True,True,True,True,True,True
272,GPT 3.5,hg25,1,0.55,0.9,0.7468354430379747,0.5135394968755007,0.7594936708860761,0.8375,0.95,0.1863296809421408,True,True,-0.04999999999999993,0.0625,0.1405063291139239,True,True,True,True,True,True,True,True,True,True,True
273,GPT 3.5,hg25,2,0.7777777777777778,0.9444444444444444,0.7681159420289855,0.5085066162570888,0.8155467720685113,0.9141414141414144,1.0,0.1647424891949503,True,True,-0.05555555555555558,0.030303030303030054,0.12889767237593308,True,True,True,True,True,True,True,True,True,False,True
274,GPT 3.5,hg26,1,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.7703287197231834,0.7766106442577031,0.8263305322128852,0.8235294117647058,0.1237575464110617,False,True,0.0,-0.0028011204481793728,0.046918767507002745,True,True,True,True,True,True,True,True,True,True,True
275,GPT 3.5,hg26,2,0.8,0.9,0.8589743589743589,0.7958579881656804,0.8168498168498168,0.8571428571428571,0.8,0.1329927623216089,False,True,0.09999999999999998,0.04285714285714293,0.08315018315018319,True,True,True,True,True,True,True,True,True,True,True
276,GPT 3.5,hg27,1,0.6666666666666666,0.7777777777777778,0.7714285714285715,0.7551020408163267,0.7931677018633541,0.8574879227053139,0.8333333333333334,0.1298519812146435,False,True,-0.05555555555555558,-0.07971014492753614,-0.015389924085576268,True,True,True,True,True,True,True,True,False,True,True
277,GPT 3.5,hg27,2,0.3157894736842105,0.8421052631578947,0.5394736842105263,0.6675900277008311,0.751716247139588,0.8832951945080091,0.9473684210526316,0.1748738963344878,False,True,-0.10526315789473695,-0.041189931350114395,0.09038901601830673,True,True,True,True,True,True,True,True,False,False,True
278,GPT 3.5,hg28,1,0.6111111111111112,0.7777777777777778,0.6956521739130435,0.6597353497164462,0.7253623188405797,0.8027777777777778,0.8333333333333334,0.2059867849051379,False,True,-0.05555555555555558,-0.025000000000000022,0.05241545893719812,True,True,True,True,False,True,True,True,True,True,True
279,GPT 3.5,hg28,2,0.45,0.65,0.6455696202531646,0.5353308764621054,0.7413318657127133,0.8021739130434782,0.95,0.1997162448322756,False,True,-0.29999999999999993,-0.15217391304347816,-0.09133186571271323,True,True,True,True,True,True,True,True,False,False,True
280,GPT 3.5,hg29,1,0.6666666666666666,0.7777777777777778,0.6086956521739131,0.6143667296786388,0.7964426877470355,0.8358585858585859,0.9444444444444444,0.2054786047114985,False,True,-0.16666666666666663,-0.058080808080808066,-0.018664909969257737,True,True,True,True,True,True,True,True,False,False,True
281,GPT 3.5,hg29,2,0.45,0.45,0.5256410256410257,0.6591058514135437,0.7959866220735784,0.9021739130434784,1.0,0.1645007340208053,False,False,-0.55,-0.45217391304347837,-0.3459866220735784,False,False,False,False,False,False,False,True,False,False,False
282,GPT 3.5,hg30,1,0.8333333333333334,0.8333333333333334,0.7605633802816901,0.8000396746677247,0.7740076824583866,0.8131313131313131,0.8888888888888888,0.2013878993674432,False,True,-0.05555555555555547,0.02020202020202022,0.05932565087494679,True,True,True,True,True,True,True,True,True,True,False
283,GPT 3.5,hg30,2,0.6666666666666666,0.8333333333333334,0.7916666666666666,0.8024691358024691,0.7857142857142857,0.8703703703703705,0.9444444444444444,0.1647449468459287,False,True,-0.11111111111111105,-0.03703703703703709,0.04761904761904767,True,True,True,True,False,True,True,True,False,True,True
284,GPT 3.5,hg31,1,0.6,0.7,0.6666666666666666,0.5003287310979618,0.7397435897435898,0.8400000000000002,0.9,0.1554027026792005,False,True,-0.20000000000000007,-0.14000000000000024,-0.039743589743589824,True,True,False,True,False,True,True,True,False,False,True
285,GPT 3.5,hg31,2,0.47619047619047616,0.5714285714285714,0.5853658536585366,0.5190362879238548,0.8229268292682927,0.9085714285714286,0.9523809523809524,0.1529275909460499,False,True,-0.38095238095238104,-0.3371428571428572,-0.25149825783972135,True,False,False,False,False,False,False,True,False,False,True
286,GPT 3.5,hg32,1,0.6190476190476191,0.8095238095238095,0.7283950617283951,0.5006858710562414,0.9030864197530866,0.9642857142857142,1.0,0.1240610997153621,False,True,-0.19047619047619047,-0.15476190476190466,-0.09356261022927703,True,False,False,False,False,False,True,True,False,False,True
287,GPT 3.5,hg32,2,0.7222222222222222,0.8333333333333334,0.6714285714285714,0.5004081632653061,0.7559006211180123,0.859903381642512,0.9444444444444444,0.1830656552801586,False,True,-0.11111111111111105,-0.02657004830917864,0.07743271221532111,True,True,True,True,True,True,True,True,True,False,True
288,GPT 3.5,hg33,1,0.42857142857142855,0.8571428571428571,0.691358024691358,0.747599451303155,0.8759553203997648,0.8730158730158731,0.9047619047619048,0.1083226386620969,False,True,-0.04761904761904767,-0.01587301587301604,-0.018812463256907663,True,True,True,True,True,True,True,True,True,False,True
289,GPT 3.5,hg33,2,0.5555555555555556,0.8888888888888888,0.7246376811594203,0.6941818945599665,0.8536922015182883,0.9232804232804231,0.9444444444444444,0.1205954637041426,False,True,-0.05555555555555558,-0.034391534391534306,0.035196687370600555,True,True,True,True,True,True,True,True,False,False,True
290,GPT 3.5,hg34,1,0.631578947368421,0.631578947368421,0.64,0.52,0.7005555555555555,0.7763157894736842,0.7894736842105263,0.1475015063228091,False,True,-0.1578947368421053,-0.14473684210526316,-0.06897660818713447,True,True,False,True,False,True,True,True,False,False,False
291,GPT 3.5,hg34,2,0.6111111111111112,0.6666666666666666,0.6811594202898551,0.5555555555555556,0.7277882797731567,0.7898550724637682,0.8333333333333334,0.1320352692629608,False,True,-0.16666666666666674,-0.12318840579710155,-0.061121613106490114,True,True,False,False,False,True,True,True,False,False,True
292,GPT 3.5,hg35,1,0.6,0.8,0.6962025316455697,0.5020028841531806,0.7681242807825086,0.8931818181818181,0.95,0.1479369141847713,False,True,-0.1499999999999999,-0.09318181818181803,0.03187571921749144,True,True,False,True,False,True,True,True,False,False,True
293,GPT 3.5,hg35,2,0.7058823529411765,0.8823529411764706,0.8382352941176471,0.500432525951557,0.8337595907928387,0.9028132992327366,0.9411764705882352,0.1209369863686638,False,True,-0.05882352941176461,-0.020460358056266004,0.048593350383631884,True,True,True,True,True,True,True,True,True,True,True
294,GPT 3.5,hg36,1,0.7,0.5,0.6075949367088608,0.5769908668482614,0.6677215189873418,0.6604166666666668,0.65,0.1639227248499189,False,False,-0.15000000000000002,-0.16041666666666676,-0.16772151898734178,True,True,False,True,False,True,True,True,False,False,False
295,GPT 3.5,hg36,2,0.6111111111111112,0.6666666666666666,0.625,0.6392746913580246,0.6580687830687831,0.6455026455026455,0.6111111111111112,0.1288443985384753,False,True,0.05555555555555547,0.021164021164021163,0.008597883597883493,True,True,True,True,True,True,True,True,True,False,True
296,GPT 3.5,hg37,1,0.5294117647058824,0.8235294117647058,0.5882352941176471,0.5155709342560554,0.7086834733893558,0.84593837535014,1.0,0.1783062236732722,False,True,-0.17647058823529416,-0.022408963585434205,0.11484593837535007,True,True,True,True,True,True,True,True,True,False,True
297,GPT 3.5,hg37,2,0.5,0.7777777777777778,0.6285714285714286,0.5689795918367347,0.7485714285714286,0.8083333333333332,0.8611111111111112,0.2059867849051379,False,True,-0.08333333333333337,-0.030555555555555447,0.029206349206349236,True,True,True,True,True,True,True,True,True,False,True
298,GPT 3.5,hg38,1,0.45,0.6,0.65,0.56125,0.6357142857142858,0.6380952380952382,0.6,0.1595415768357233,False,True,0.0,-0.03809523809523818,-0.03571428571428581,True,True,True,True,True,True,True,True,False,True,True
299,GPT 3.5,hg38,2,0.8095238095238095,0.7142857142857143,0.6428571428571429,0.518140589569161,0.6204761904761905,0.5847619047619047,0.5714285714285714,0.1995550606279435,False,True,0.1428571428571429,0.1295238095238096,0.09380952380952379,True,True,True,True,True,True,True,True,True,True,False
300,GPT 3.5,hg39,1,0.6,0.85,0.6923076923076923,0.57396449704142,0.7532051282051282,0.8075000000000001,0.85,0.1334868907421249,False,True,0.0,0.04249999999999987,0.09679487179487178,True,True,True,True,True,True,True,True,True,False,True
301,GPT 3.5,hg39,2,0.631578947368421,0.7894736842105263,0.7631578947368421,0.7714681440443214,0.8019736842105264,0.881578947368421,0.9210526315789472,0.1391256830303821,False,True,-0.1315789473684209,-0.09210526315789469,-0.012500000000000067,True,True,True,True,True,True,True,True,False,False,True
302,GPT 3.5,hg40,1,0.5238095238095238,0.8095238095238095,0.6463414634146342,0.6859012492563951,0.7045454545454545,0.7012987012987013,0.6666666666666667,0.1782793098006407,False,True,0.1428571428571428,0.10822510822510822,0.10497835497835506,True,True,True,True,True,True,True,True,True,False,True
303,GPT 3.5,hg40,2,0.5,0.6,0.5569620253164557,0.6218554718795064,0.6620803522289489,0.7565217391304349,0.75,0.1623899947563747,False,False,-0.15000000000000002,-0.15652173913043488,-0.06208035222894892,True,True,False,True,False,True,True,True,False,False,True
304,GPT 3.5,hg41,1,0.5294117647058824,0.7058823529411765,0.7424242424242424,0.7024793388429753,0.8326446280991735,0.8502673796791442,0.8823529411764706,0.1117890104832452,False,True,-0.17647058823529405,-0.14438502673796771,-0.12676227515799698,True,True,False,True,False,False,True,True,False,False,True
305,GPT 3.5,hg41,2,0.5789473684210527,0.7894736842105263,0.7123287671232876,0.7072621504972789,0.7142857142857144,0.8421052631578947,0.8947368421052632,0.1299396631259721,False,True,-0.10526315789473684,-0.05263157894736836,0.07518796992481191,True,True,True,True,True,True,True,True,False,True,True
306,GPT 3.5,hg42,1,0.65,0.95,0.717948717948718,0.8159105851413544,0.7727272727272727,0.8295454545454547,0.85,0.0984644501019748,False,True,0.09999999999999998,0.12045454545454526,0.17727272727272725,True,True,True,True,True,True,True,True,True,False,True
307,GPT 3.5,hg42,2,0.6666666666666666,0.7142857142857143,0.6867469879518072,0.752649150820148,0.7853231106243154,0.8419913419913421,0.8571428571428571,0.1169832823971572,False,False,-0.1428571428571428,-0.12770562770562777,-0.07103739633860107,True,True,False,True,False,False,True,True,False,False,True
308,GPT 3.5,hg43,1,0.6666666666666666,0.8571428571428571,0.7380952380952381,0.625,0.8566252587991718,0.9358178053830228,1.0,0.1429321374252025,False,True,-0.1428571428571429,-0.07867494824016574,0.0005175983436852549,True,True,False,True,False,True,True,True,False,False,True
309,GPT 3.5,hg43,2,0.6111111111111112,0.8888888888888888,0.7887323943661971,0.6508629240230113,0.8572343149807939,0.8308080808080807,0.8333333333333334,0.0811624175756979,False,True,0.05555555555555547,0.05808080808080818,0.031654573908094896,True,True,True,True,True,True,True,True,True,False,True
310,GPT 3.5,hg44,1,0.3,0.55,0.48717948717948717,0.6591058514135437,0.6934225195094763,0.6391304347826087,0.65,0.1366974775848912,False,False,-0.09999999999999998,-0.08913043478260863,-0.14342251950947627,True,True,True,True,True,True,True,True,False,False,True
311,GPT 3.5,hg44,2,0.65,0.85,0.7051282051282052,0.6449704142011834,0.673611111111111,0.6479166666666667,0.65,0.1278664396504762,False,True,0.19999999999999996,0.20208333333333328,0.17638888888888893,True,True,True,True,True,True,True,True,True,True,True
312,GPT 3.5,hg45,1,0.6666666666666666,0.6111111111111112,0.6142857142857143,0.6800000000000002,0.7188311688311688,0.7954545454545456,0.8333333333333334,0.1483035036366264,False,False,-0.2222222222222222,-0.18434343434343448,-0.10772005772005766,True,True,False,True,False,False,True,True,False,False,False
313,GPT 3.5,hg45,2,0.6818181818181818,0.5,0.5568181818181818,0.5506198347107438,0.682312252964427,0.6936758893280632,0.6363636363636364,0.1920151431065789,False,False,-0.13636363636363635,-0.19367588932806323,-0.182312252964427,True,True,True,True,True,False,True,True,False,False,False
314,GPT 3.5,hg46,1,0.5555555555555556,0.7222222222222222,0.6666666666666666,0.5652006172839507,0.8233333333333335,0.831111111111111,0.8333333333333334,0.0793180813225544,False,True,-0.11111111111111116,-0.10888888888888881,-0.10111111111111126,True,False,False,False,False,False,True,True,False,False,True
315,GPT 3.5,hg46,2,0.5,0.9090909090909091,0.8023255813953488,0.5976203353163871,0.8524150268336316,0.8444055944055944,0.8181818181818182,0.0619828597945309,False,True,0.09090909090909083,0.06468531468531469,0.05667588225727749,True,True,True,True,True,True,True,True,True,False,True
316,GPT 3.5,hg47,1,0.5263157894736842,0.7894736842105263,0.6891891891891891,0.710372534696859,0.7381756756756758,0.7828947368421053,0.7894736842105263,0.0822587690066274,False,True,0.0,0.006578947368421018,0.05129800853485056,True,True,True,True,True,True,True,True,True,False,True
317,GPT 3.5,hg47,2,0.8095238095238095,0.5238095238095238,0.7073170731707317,0.685901249256395,0.6839872746553552,0.7246376811594203,0.7619047619047619,0.1050405871135885,False,False,-0.23809523809523803,-0.20082815734989645,-0.1601777508458314,True,False,False,False,False,False,True,True,False,True,False
318,GPT 3.5,hg48,1,0.5789473684210527,0.7368421052631579,0.6973684210526315,0.8116343490304709,0.7768878718535469,0.780320366132723,0.7894736842105263,0.1304548541303361,False,False,-0.052631578947368474,-0.04347826086956519,-0.040045766590389054,True,True,True,True,False,True,True,True,False,False,True
319,GPT 3.5,hg48,2,0.7058823529411765,0.8235294117647058,0.7910447761194029,0.8369347293383826,0.7462686567164178,0.8286445012787723,0.8823529411764706,0.1560311922523748,False,False,-0.05882352941176472,-0.005115089514066473,0.077260755048288,True,True,True,True,True,True,True,True,True,True,True
320,GPT 3.5,hg49,1,0.6,0.45,0.6375,0.58,0.6687500000000001,0.7022727272727273,0.7,0.1473070947554436,False,False,-0.24999999999999994,-0.25227272727272726,-0.21875000000000006,True,False,False,False,False,False,True,True,False,False,False
321,GPT 3.5,hg49,2,0.3157894736842105,0.3684210526315789,0.4864864864864865,0.5617238860482103,0.6492628992628992,0.6267942583732057,0.6052631578947368,0.1968712020233587,False,False,-0.2368421052631579,-0.25837320574162675,-0.2808418466313202,True,True,False,False,False,False,True,True,False,False,True
322,GPT 3.5,hg50,1,0.6111111111111112,0.8333333333333334,0.7571428571428571,0.7551020408163267,0.8045454545454546,0.893939393939394,1.0,0.2037176164656435,False,True,-0.16666666666666663,-0.06060606060606066,0.028787878787878807,True,True,True,True,False,True,True,True,False,False,True
323,GPT 3.5,hg50,2,0.631578947368421,0.8947368421052632,0.7567567567567568,0.8071585098612126,0.8102477477477477,0.8771929824561404,0.9736842105263158,0.1539467436384582,False,True,-0.07894736842105265,0.01754385964912275,0.0844890943575155,True,True,True,True,True,True,True,True,True,False,True
324,GPT 3.5,hg51,1,0.7,0.75,0.7,0.7628125000000001,0.8255681818181819,0.8954545454545454,0.95,0.1096576189255892,False,False,-0.19999999999999996,-0.1454545454545454,-0.07556818181818192,True,False,False,False,False,False,True,True,False,False,True
325,GPT 3.5,hg51,2,0.65,0.9,0.7974683544303798,0.7981092773593976,0.8519537699504677,0.8804347826086957,0.9,0.1158514138649932,False,True,0.0,0.019565217391304346,0.048046230049532346,True,True,True,True,True,True,True,True,True,False,True
326,GPT 3.5,hg52,1,0.6111111111111112,0.8888888888888888,0.8611111111111112,0.9459876543209875,0.8920454545454546,0.8888888888888886,0.8888888888888888,0.0648749120134602,False,False,0.0,2.220446049250313e-16,-0.0031565656565657463,True,True,True,True,True,True,True,True,True,False,True
327,GPT 3.5,hg52,2,0.75,0.9,0.8607594936708861,0.9506489344656304,0.8855005753739932,0.9090909090909092,0.95,0.1114331879284659,False,False,-0.04999999999999993,-0.00909090909090915,0.01449942462600684,True,True,True,True,False,True,True,True,True,False,True
328,GPT 3.5,hg53,1,0.5789473684210527,1.0,0.8767123287671232,1.0,0.9414694894146948,0.9928229665071768,1.0,0.0328892992460945,False,False,0.0,0.0071770334928231705,0.05853051058530523,True,True,True,True,True,True,True,True,True,False,True
329,GPT 3.5,hg53,2,0.7647058823529411,0.8235294117647058,0.8615384615384616,0.9403550295857988,0.8421404682274248,0.959079283887468,1.0,0.1129960206361868,False,False,-0.17647058823529416,-0.13554987212276215,-0.01861105646271899,True,False,False,False,False,False,True,True,False,True,True
330,GPT 3.5,hg54,1,0.5789473684210527,1.0,0.7432432432432432,0.8977355734112491,0.8815958815958818,0.9448621553884712,0.9473684210526316,0.0573710433195969,False,True,0.05263157894736836,0.05513784461152882,0.11840411840411824,True,True,True,True,True,True,True,True,True,False,True
331,GPT 3.5,hg54,2,0.782608695652174,0.9130434782608695,0.8555555555555555,0.9565432098765432,0.8597222222222222,0.947463768115942,1.0,0.1463584254488035,False,False,-0.08695652173913049,-0.034420289855072506,0.05332125603864735,True,True,False,True,False,True,True,True,False,True,True
332,GPT 3.5,hg55,1,0.5555555555555556,0.8888888888888888,0.7285714285714285,0.6044897959183675,0.8700680272108843,0.8703703703703705,0.8888888888888888,0.0692899516069248,False,True,0.0,0.01851851851851838,0.018820861678004563,True,True,True,True,True,True,True,True,True,False,True
333,GPT 3.5,hg55,2,0.5,0.8,0.7051282051282052,0.6893491124260356,0.8494983277591974,0.8891304347826086,0.95,0.1326621417599335,False,True,-0.1499999999999999,-0.08913043478260851,-0.04949832775919738,True,True,True,True,False,True,True,True,False,False,True
334,GPT 3.5,hg56,1,0.6666666666666666,0.6666666666666666,0.6388888888888888,0.7040895061728394,0.7291666666666667,0.76010101010101,0.7777777777777778,0.1601296854796736,False,False,-0.11111111111111116,-0.09343434343434343,-0.06250000000000011,True,True,True,True,True,True,True,True,False,False,False
335,GPT 3.5,hg56,2,0.6470588235294118,0.5882352941176471,0.6029411764705882,0.6107266435986161,0.7076470588235294,0.7552941176470589,0.7058823529411765,0.1475802520523926,False,False,-0.11764705882352944,-0.16705882352941182,-0.11941176470588233,True,True,False,True,False,False,True,True,False,False,False
336,GPT 3.5,hg57,1,0.3888888888888889,0.5555555555555556,0.5507246376811594,0.5303507666456627,0.6616257088846882,0.7294685990338164,0.7222222222222222,0.1383364353939744,False,True,-0.16666666666666663,-0.17391304347826086,-0.10607015332913261,True,True,False,True,False,False,True,True,False,False,True
337,GPT 3.5,hg57,2,0.47368421052631576,0.7368421052631579,0.6351351351351351,0.5821767713659605,0.6520270270270271,0.6885964912280702,0.6842105263157895,0.1677595745518006,False,True,0.05263157894736836,0.04824561403508765,0.08481507823613077,True,True,True,True,True,True,True,True,True,True,True
338,GPT 3.5,hg58,1,0.5294117647058824,0.5882352941176471,0.5373134328358209,0.5250612608598797,0.6441791044776118,0.628235294117647,0.5882352941176471,0.1931132661523124,False,True,0.0,-0.039999999999999925,-0.05594381035996476,True,True,True,True,True,True,True,True,False,False,True
339,GPT 3.5,hg58,2,0.2777777777777778,0.5,0.4722222222222222,0.5096450617283951,0.6509661835748792,0.71256038647343,0.7222222222222222,0.2024091175375519,False,False,-0.2222222222222222,-0.21256038647343,-0.15096618357487923,True,True,False,True,False,False,True,True,False,False,True
340,GPT 3.5,hg59,1,0.47619047619047616,0.5714285714285714,0.5365853658536586,0.5428316478286734,0.7969247083775185,0.8923395445134574,1.0,0.1956932488350657,False,True,-0.4285714285714286,-0.32091097308488603,-0.2254961369489471,True,True,False,True,False,False,True,True,False,False,True
341,GPT 3.5,hg59,2,0.5,0.6111111111111112,0.5492957746478874,0.5167625471136679,0.7727272727272727,0.8535353535353534,1.0,0.1985818510236111,False,True,-0.38888888888888884,-0.2424242424242422,-0.16161616161616155,True,True,True,True,False,False,True,True,False,False,True
342,GPT 3.5,hg60,1,0.8,0.3,0.5454545454545454,0.5371900826446281,0.6564344746162928,0.7045454545454546,0.675,0.2687974443995003,False,False,-0.37500000000000006,-0.4045454545454546,-0.3564344746162928,True,False,False,False,False,False,True,True,False,False,False
343,GPT 3.5,hg60,2,0.42105263157894735,0.8947368421052632,0.6133333333333333,0.5000888888888888,0.7366666666666667,0.8245614035087719,0.9736842105263158,0.1979037574154119,False,True,-0.07894736842105265,0.07017543859649122,0.15807017543859647,True,True,True,True,True,True,True,True,True,False,True
344,GPT 3.5,hg61,1,0.47619047619047616,0.5714285714285714,0.5555555555555556,0.6043286084438348,0.6634460547504025,0.7018633540372671,0.6666666666666666,0.1732462817513211,False,False,-0.09523809523809523,-0.13043478260869568,-0.09201748332183113,True,True,True,True,True,True,True,True,False,False,True
345,GPT 3.5,hg61,2,0.6875,0.625,0.65625,0.625,0.7301136363636364,0.6818181818181818,0.625,0.2697517606924822,False,False,0.0,-0.05681818181818177,-0.10511363636363635,True,True,True,True,True,True,True,True,True,False,False
346,GPT 3.5,hg62,1,0.47058823529411764,0.6470588235294118,0.6212121212121212,0.6657483930211203,0.7918313570487483,0.8388746803069055,0.8235294117647058,0.0969171116189075,False,False,-0.17647058823529405,-0.1918158567774937,-0.1447725335193365,False,False,False,False,False,False,True,True,False,False,True
347,GPT 3.5,hg62,2,0.3157894736842105,0.8947368421052632,0.6842105263157895,0.7340720221606647,0.8008373205741628,0.8684210526315789,0.8947368421052632,0.1141577061286138,False,True,0.0,0.026315789473684292,0.09389952153110037,True,True,True,True,True,True,True,True,True,False,True
348,GPT 3.5,hg63,1,0.75,0.75,0.7125,0.51125,0.8443181818181817,0.9227272727272728,1.0,0.1490326937341363,False,True,-0.25,-0.17272727272727284,-0.09431818181818175,True,True,False,True,False,False,True,True,False,False,False
349,GPT 3.5,hg63,2,0.5,0.8,0.6623376623376623,0.5041322314049587,0.7629870129870128,0.8520833333333333,1.0,0.2293465203330734,False,True,-0.19999999999999996,-0.05208333333333326,0.037012987012987275,True,True,True,True,True,True,True,True,False,False,True
350,GPT 3.5,hg64,1,0.6190476190476191,0.6190476190476191,0.5487804878048781,0.5190362879238548,0.7317073170731707,0.8214285714285714,0.9761904761904764,0.2232896698102958,False,True,-0.3571428571428573,-0.20238095238095233,-0.11265969802555165,True,True,True,True,True,True,True,True,False,False,False
351,GPT 3.5,hg64,2,0.8095238095238095,0.47619047619047616,0.5802469135802469,0.53360768175583,0.6995884773662552,0.7278911564625851,0.7619047619047619,0.262529807499434,False,False,-0.2857142857142857,-0.2517006802721089,-0.22339800117577902,True,True,True,True,True,True,True,True,False,False,False
352,GPT 3.5,hg65,1,0.6111111111111112,0.5,0.5915492957746479,0.6357865502876414,0.8181818181818182,0.914141414141414,1.0,0.1541852274997348,False,False,-0.5,-0.41414141414141403,-0.31818181818181823,True,False,False,False,False,False,False,True,False,False,False
353,GPT 3.5,hg65,2,0.6111111111111112,0.8888888888888888,0.7714285714285715,0.8432653061224489,0.8612244897959184,0.9153439153439152,0.8888888888888888,0.0778515289394823,False,True,0.0,-0.026455026455026398,0.02766439909297047,True,True,True,True,True,True,True,True,False,False,True
354,GPT 3.5,hg66,1,0.47368421052631576,0.42105263157894735,0.5131578947368421,0.5031163434903048,0.6004784688995216,0.5980861244019139,0.5789473684210527,0.1770981389791555,False,False,-0.1578947368421053,-0.17703349282296654,-0.17942583732057427,True,True,False,True,False,True,True,True,False,False,False
355,GPT 3.5,hg66,2,0.625,0.5625,0.5625,0.5078125,0.6623641304347826,0.7010869565217391,0.625,0.267687181652712,False,True,-0.0625,-0.13858695652173914,-0.0998641304347826,True,True,True,True,True,True,True,True,False,False,False
