,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,concept_num,set,data_answer,model_answer,to_annotate
2279.0,same shape as another object that is blue,False,36.0,13.0,0.0,12.0,11.0,0.0947092978435648,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg72,13.0,False,False,True
2280.0,same shape as another object that is blue,False,37.0,14.0,0.0,4.0,19.0,0.0594119100675243,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg72,14.0,False,False,True
2281.0,same shape as another object that is blue,False,38.0,14.0,1.0,1.0,22.0,0.1230592623902566,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue rectangle,hg72,14.0,True,False,True
2282.0,same shape as another object that is blue,False,39.0,14.0,1.0,1.0,22.0,0.1802680767324318,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg72,14.0,True,False,True
2283.0,same shape as another object that is blue,False,40.0,15.0,0.0,6.0,17.0,0.0690951178773957,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg72,15.0,False,False,True
2284.0,same shape as another object that is blue,False,41.0,15.0,0.0,6.0,17.0,0.073165694786212,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg72,15.0,False,False,True
2285.0,same shape as another object that is blue,False,42.0,15.0,1.0,14.0,9.0,0.2108932843750608,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg72,15.0,True,False,True
2286.0,same shape as another object that is blue,False,43.0,15.0,1.0,16.0,7.0,0.3394874487418065,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue triangle,hg72,15.0,True,False,True
2287.0,same shape as another object that is blue,False,44.0,15.0,1.0,10.0,13.0,0.131577942503327,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg72,15.0,True,False,True
2288.0,same shape as another object that is blue,False,45.0,16.0,0.0,3.0,20.0,0.0262395308068335,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",medium green circle,hg72,16.0,False,False,True
2289.0,same shape as another object that is blue,False,46.0,16.0,0.0,2.0,21.0,0.0177609607227395,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",medium yellow rectangle,hg72,16.0,False,False,True
2290.0,same shape as another object that is blue,False,47.0,16.0,1.0,14.0,9.0,0.4574862380859485,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",medium yellow triangle,hg72,16.0,True,False,True
2291.0,same shape as another object that is blue,False,48.0,16.0,0.0,10.0,13.0,0.2183442927851047,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",small blue triangle,hg72,16.0,False,False,True
2292.0,same shape as another object that is blue,False,49.0,17.0,0.0,6.0,17.0,0.1135726098367513,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue rectangle,hg72,17.0,False,False,True
2293.0,same shape as another object that is blue,False,50.0,17.0,1.0,14.0,9.0,0.4773895187780681,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",large green rectangle,hg72,17.0,True,False,True
2294.0,same shape as another object that is blue,False,51.0,17.0,0.0,3.0,20.0,0.0328592597694523,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium yellow circle,hg72,17.0,False,False,True
2295.0,same shape as another object that is blue,False,52.0,17.0,1.0,13.0,10.0,0.4782427554428068,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",large yellow rectangle,hg72,17.0,True,False,True
2296.0,same shape as another object that is blue,False,53.0,17.0,0.0,4.0,19.0,0.1047521206281771,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium green triangle,hg72,17.0,False,False,True
2297.0,same shape as another object that is blue,False,54.0,18.0,0.0,6.0,17.0,0.0646974983748123,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue rectangle,hg72,18.0,False,False,True
2298.0,same shape as another object that is blue,False,55.0,18.0,0.0,4.0,19.0,0.0232754211630208,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium green circle,hg72,18.0,False,False,True
2299.0,same shape as another object that is blue,False,56.0,18.0,0.0,7.0,16.0,0.0285077954997632,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",small blue triangle,hg72,18.0,False,False,True
2300.0,same shape as another object that is blue,False,57.0,18.0,1.0,16.0,7.0,0.7251052939095644,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",large yellow rectangle,hg72,18.0,True,True,True
2301.0,same shape as another object that is blue,False,58.0,18.0,1.0,15.0,8.0,0.7319380512043381,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",large green triangle,hg72,18.0,True,True,True
2302.0,same shape as another object that is blue,False,59.0,19.0,0.0,3.0,20.0,0.0071080123976798,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue rectangle,hg72,19.0,False,False,True
2303.0,same shape as another object that is blue,False,60.0,20.0,0.0,1.0,22.0,0.031104088200891,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue circle,hg72,20.0,False,False,True
2304.0,same shape as another object that is blue,False,61.0,20.0,0.0,7.0,16.0,0.3342192873643625,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue rectangle,hg72,20.0,False,False,True
2305.0,same shape as another object that is blue,False,62.0,21.0,0.0,3.0,20.0,0.0174040547233289,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",medium green circle,hg72,21.0,False,False,True
2306.0,same shape as another object that is blue,False,63.0,22.0,0.0,13.0,10.0,0.2134351157023957,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg72,22.0,False,False,True
2307.0,same shape as another object that is blue,False,64.0,22.0,0.0,2.0,21.0,0.033770761516962,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg72,22.0,False,False,True
2308.0,same shape as another object that is blue,False,65.0,22.0,0.0,1.0,22.0,0.0666498956909436,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,hg72,22.0,False,False,True
2309.0,same shape as another object that is blue,False,66.0,22.0,0.0,7.0,16.0,0.1901326190819645,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg72,22.0,False,False,True
2310.0,same shape as another object that is blue,False,67.0,23.0,0.0,1.0,22.0,0.0236955173095338,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg72,23.0,False,False,True
2311.0,same shape as another object that is blue,False,68.0,23.0,0.0,12.0,11.0,0.1778960947515315,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg72,23.0,False,False,True
2312.0,same shape as another object that is blue,False,69.0,23.0,0.0,0.0,23.0,0.0354155605364212,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg72,23.0,False,False,True
2313.0,same shape as another object that is blue,False,70.0,23.0,0.0,5.0,18.0,0.0771495401479569,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg72,23.0,False,False,True
2314.0,same shape as another object that is blue,False,71.0,24.0,0.0,4.0,19.0,0.0348516651749832,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg72,24.0,False,False,True
2315.0,same shape as another object that is blue,False,72.0,25.0,0.0,12.0,11.0,0.1391259594296343,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg72,25.0,False,False,True
2316.0,same shape as another object that is blue,False,73.0,25.0,0.0,2.0,21.0,0.0364522229864405,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg72,25.0,False,False,True
2317.0,same shape as another object that is blue,False,74.0,25.0,0.0,2.0,21.0,0.0608077307160783,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg72,25.0,False,False,True
2318.0,same shape as another object that is blue,False,75.0,25.0,0.0,5.0,18.0,0.095553256613357,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg72,25.0,False,False,True
2391.0,exists another object of the same shape that is blue,False,0.0,1.0,0.0,12.0,12.0,0.4513961497743821,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,hg89,1.0,False,False,True
2392.0,exists another object of the same shape that is blue,False,1.0,2.0,0.0,11.0,13.0,0.4498018967907455,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,2.0,False,False,True
2393.0,exists another object of the same shape that is blue,False,2.0,2.0,0.0,3.0,21.0,0.3219275156112644,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,2.0,False,False,True
2394.0,exists another object of the same shape that is blue,False,3.0,2.0,1.0,11.0,13.0,0.3450832132270989,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,2.0,True,False,True
2395.0,exists another object of the same shape that is blue,False,4.0,2.0,1.0,12.0,12.0,0.386945847824677,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg89,2.0,True,False,True
2396.0,exists another object of the same shape that is blue,False,5.0,2.0,1.0,9.0,15.0,0.3392934118243147,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg89,2.0,True,False,True
2397.0,exists another object of the same shape that is blue,False,6.0,3.0,0.0,5.0,19.0,0.4039541817001009,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",medium blue triangle,hg89,3.0,False,False,True
2398.0,exists another object of the same shape that is blue,False,7.0,3.0,1.0,23.0,1.0,0.753339971675473,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",medium green triangle,hg89,3.0,True,True,True
2399.0,exists another object of the same shape that is blue,False,8.0,4.0,0.0,20.0,4.0,0.6942108633588759,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow triangle,hg89,4.0,False,True,True
2400.0,exists another object of the same shape that is blue,False,9.0,4.0,0.0,22.0,2.0,0.7660427516215123,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",small green triangle,hg89,4.0,False,True,True
2401.0,exists another object of the same shape that is blue,False,10.0,5.0,0.0,18.0,6.0,0.2265265275331103,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg89,5.0,False,False,True
2402.0,exists another object of the same shape that is blue,False,11.0,5.0,0.0,4.0,20.0,0.2804430077759434,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg89,5.0,False,False,True
2403.0,exists another object of the same shape that is blue,False,12.0,6.0,0.0,2.0,21.0,0.2739156724165923,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg89,6.0,False,False,True
2404.0,exists another object of the same shape that is blue,False,13.0,6.0,0.0,4.0,19.0,0.1931233842759638,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg89,6.0,False,False,True
2405.0,exists another object of the same shape that is blue,False,14.0,7.0,0.0,4.0,19.0,0.2514847136714024,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg89,7.0,False,False,True
2406.0,exists another object of the same shape that is blue,False,15.0,8.0,0.0,1.0,22.0,0.1873751222067312,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg89,8.0,False,False,True
2407.0,exists another object of the same shape that is blue,False,16.0,8.0,0.0,3.0,20.0,0.3475706044835078,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg89,8.0,False,False,True
2408.0,exists another object of the same shape that is blue,False,17.0,8.0,0.0,2.0,21.0,0.098290711545701,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,8.0,False,False,True
2409.0,exists another object of the same shape that is blue,False,18.0,8.0,0.0,3.0,20.0,0.2289158755421567,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,hg89,8.0,False,False,True
2410.0,exists another object of the same shape that is blue,False,19.0,8.0,0.0,2.0,21.0,0.2298017802833101,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,8.0,False,False,True
2411.0,exists another object of the same shape that is blue,False,20.0,9.0,1.0,7.0,16.0,0.1626513902439228,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg89,9.0,True,False,True
2412.0,exists another object of the same shape that is blue,False,21.0,9.0,0.0,0.0,23.0,0.2179079436298252,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,hg89,9.0,False,False,True
2413.0,exists another object of the same shape that is blue,False,22.0,9.0,0.0,1.0,22.0,0.1121768438878234,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg89,9.0,False,False,True
2414.0,exists another object of the same shape that is blue,False,23.0,10.0,0.0,0.0,23.0,0.0424998119246993,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,10.0,False,False,True
2415.0,exists another object of the same shape that is blue,False,24.0,10.0,0.0,18.0,5.0,0.3360165359550819,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,10.0,False,False,True
2416.0,exists another object of the same shape that is blue,False,25.0,10.0,0.0,1.0,22.0,0.1268084702770693,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg89,10.0,False,False,True
2417.0,exists another object of the same shape that is blue,False,26.0,11.0,0.0,1.0,22.0,0.1451954885335453,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg89,11.0,False,False,True
2418.0,exists another object of the same shape that is blue,False,27.0,11.0,0.0,1.0,22.0,0.1726361792626676,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg89,11.0,False,False,True
2419.0,exists another object of the same shape that is blue,False,28.0,11.0,0.0,0.0,23.0,0.0746861467742974,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg89,11.0,False,False,True
2420.0,exists another object of the same shape that is blue,False,29.0,11.0,0.0,0.0,23.0,0.0549036765947903,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg89,11.0,False,False,True
2421.0,exists another object of the same shape that is blue,False,30.0,12.0,0.0,1.0,22.0,0.1327704892220254,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg89,12.0,False,False,True
2422.0,exists another object of the same shape that is blue,False,31.0,12.0,0.0,1.0,22.0,0.050461671497942,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,12.0,False,False,True
2423.0,exists another object of the same shape that is blue,False,32.0,12.0,0.0,1.0,22.0,0.077306193037657,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg89,12.0,False,False,True
2424.0,exists another object of the same shape that is blue,False,33.0,13.0,0.0,1.0,22.0,0.1008514562897744,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg89,13.0,False,False,True
2425.0,exists another object of the same shape that is blue,False,34.0,13.0,1.0,1.0,22.0,0.0806904511380253,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg89,13.0,True,False,True
2426.0,exists another object of the same shape that is blue,False,35.0,14.0,0.0,4.0,19.0,0.128112848058322,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg89,14.0,False,False,True
2427.0,exists another object of the same shape that is blue,False,36.0,14.0,0.0,2.0,21.0,0.0532838830421269,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg89,14.0,False,False,True
2428.0,exists another object of the same shape that is blue,False,37.0,14.0,0.0,0.0,23.0,0.0558014439168346,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg89,14.0,False,False,True
2429.0,exists another object of the same shape that is blue,False,38.0,15.0,0.0,0.0,23.0,0.0407470607915456,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg89,15.0,False,False,True
2430.0,exists another object of the same shape that is blue,False,39.0,15.0,0.0,1.0,22.0,0.106839931159925,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg89,15.0,False,False,True
2431.0,exists another object of the same shape that is blue,False,40.0,15.0,0.0,12.0,11.0,0.1144057083313327,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,15.0,False,False,True
2432.0,exists another object of the same shape that is blue,False,41.0,15.0,0.0,12.0,11.0,0.1194526511632148,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg89,15.0,False,False,True
2433.0,exists another object of the same shape that is blue,False,42.0,15.0,0.0,1.0,22.0,0.0748817606901184,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg89,15.0,False,False,True
2434.0,exists another object of the same shape that is blue,False,43.0,16.0,0.0,2.0,21.0,0.0415687847635126,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg89,16.0,False,False,True
2435.0,exists another object of the same shape that is blue,False,44.0,16.0,0.0,2.0,21.0,0.074533174464932,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg89,16.0,False,False,True
2436.0,exists another object of the same shape that is blue,False,45.0,16.0,0.0,2.0,21.0,0.0410627948174351,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,16.0,False,False,True
2437.0,exists another object of the same shape that is blue,False,46.0,16.0,1.0,10.0,13.0,0.2006202951631621,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg89,16.0,True,False,True
2438.0,exists another object of the same shape that is blue,False,47.0,16.0,0.0,2.0,21.0,0.0510345706748012,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,16.0,False,False,True
2439.0,exists another object of the same shape that is blue,False,48.0,17.0,1.0,4.0,19.0,0.0889003423802705,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow circle,hg89,17.0,True,False,True
2440.0,exists another object of the same shape that is blue,False,49.0,17.0,0.0,1.0,22.0,0.0206714331267221,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small blue circle,hg89,17.0,False,False,True
2441.0,exists another object of the same shape that is blue,False,50.0,17.0,1.0,2.0,21.0,0.1140773759966577,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow rectangle,hg89,17.0,True,False,True
2442.0,exists another object of the same shape that is blue,False,51.0,17.0,0.0,2.0,21.0,0.0361777617586085,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium blue rectangle,hg89,17.0,False,False,True
2443.0,exists another object of the same shape that is blue,False,52.0,17.0,1.0,10.0,13.0,0.1217543613012139,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large green circle,hg89,17.0,True,False,True
2444.0,exists another object of the same shape that is blue,False,53.0,18.0,0.0,3.0,20.0,0.0138228100367996,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",there is a blue object of the same shape that is not the same color,"def is_rule(obj):
    return np.any([x.blue and (x.color != obj.color) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue circle,hg89,18.0,False,False,True
2445.0,exists another object of the same shape that is blue,False,54.0,19.0,0.0,8.0,15.0,0.0370393916418834,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg89,19.0,False,False,True
