,Unnamed: 0,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,rule_expression,manual_code,object,concept_num,set,data_answer,model_answer,to_annotate,code_eval,human_lq,chance,coverage_manual_code,full_coverage_manual_code,consistency
212,2301.0,same shape as another object that is blue,False,58.0,18.0,1.0,15.0,8.0,0.7319380512043381,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",large green triangle,hg72,18.0,True,True,True,True,0.7782608695652175,0.6831717451523545,1.0,1.0,True
213,2302.0,same shape as another object that is blue,False,59.0,19.0,0.0,3.0,20.0,0.0071080123976798,"""λx.exists(apply3(same_shape,x.o), filter(blue, filter(compose11(compose8(compose6(or,not),apply3(same_color,x.o)),apply2(same_size,x.o)), x.s)))""
",there is a blue object that is not the same-size or not the same-color but the same shape,"def is_rule(obj):
    return np.any([x.blue and ((x.color != obj.color) or (x.size != obj.size)) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue rectangle,hg72,19.0,False,False,True,False,0.7782608695652175,0.6831717451523545,1.0,1.0,True
214,2303.0,same shape as another object that is blue,False,60.0,20.0,0.0,1.0,22.0,0.031104088200891,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",small blue circle,hg72,20.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7166666666666667,0.6973684210526315,True
215,2304.0,same shape as another object that is blue,False,61.0,20.0,0.0,7.0,16.0,0.3342192873643625,"""λx.apply1(large,x.o)""
",large,"def is_rule(obj):
    return obj.large",large blue rectangle,hg72,20.0,False,False,True,True,0.7782608695652175,0.6831717451523545,0.7166666666666667,0.6973684210526315,False
216,2305.0,same shape as another object that is blue,False,62.0,21.0,0.0,3.0,20.0,0.0174040547233289,"""λx.apply1(compose11(compose7(and,large),triangle),x.o)""
",triangle and large,"def is_rule(obj):
    return obj.triangle and obj.large",medium green circle,hg72,21.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7903225806451613,0.8157894736842105,True
217,2306.0,same shape as another object that is blue,False,63.0,22.0,0.0,13.0,10.0,0.2134351157023957,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg72,22.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7619047619047619,0.8026315789473685,True
218,2307.0,same shape as another object that is blue,False,64.0,22.0,0.0,2.0,21.0,0.033770761516962,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green circle,hg72,22.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7619047619047619,0.8026315789473685,True
219,2308.0,same shape as another object that is blue,False,65.0,22.0,0.0,1.0,22.0,0.0666498956909436,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,hg72,22.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7619047619047619,0.8026315789473685,True
220,2309.0,same shape as another object that is blue,False,66.0,22.0,0.0,7.0,16.0,0.1901326190819645,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue rectangle,hg72,22.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7619047619047619,0.8026315789473685,True
221,2310.0,same shape as another object that is blue,False,67.0,23.0,0.0,1.0,22.0,0.0236955173095338,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green triangle,hg72,23.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7761194029850746,0.8026315789473685,True
222,2311.0,same shape as another object that is blue,False,68.0,23.0,0.0,12.0,11.0,0.1778960947515315,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg72,23.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7761194029850746,0.8026315789473685,True
223,2312.0,same shape as another object that is blue,False,69.0,23.0,0.0,0.0,23.0,0.0354155605364212,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg72,23.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7761194029850746,0.8026315789473685,True
224,2313.0,same shape as another object that is blue,False,70.0,23.0,0.0,5.0,18.0,0.0771495401479569,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg72,23.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7761194029850746,0.8026315789473685,True
225,2314.0,same shape as another object that is blue,False,71.0,24.0,0.0,4.0,19.0,0.0348516651749832,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg72,24.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7887323943661971,0.8026315789473685,True
226,2315.0,same shape as another object that is blue,False,72.0,25.0,0.0,12.0,11.0,0.1391259594296343,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg72,25.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
227,2316.0,same shape as another object that is blue,False,73.0,25.0,0.0,2.0,21.0,0.0364522229864405,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg72,25.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
228,2317.0,same shape as another object that is blue,False,74.0,25.0,0.0,2.0,21.0,0.0608077307160783,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green rectangle,hg72,25.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
229,2318.0,same shape as another object that is blue,False,75.0,25.0,0.0,5.0,18.0,0.095553256613357,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg72,25.0,False,False,True,False,0.7782608695652175,0.6831717451523545,0.7916666666666666,0.8026315789473685,True
230,2391.0,exists another object of the same shape that is blue,False,0.0,1.0,0.0,12.0,12.0,0.4513961497743821,"""λx.apply1(apply2(same_color,x.o),x.o)""
",same color as itself,"def is_rule(obj):
    return obj.color == obj.color",medium green circle,hg89,1.0,False,False,True,True,0.761904761904762,0.654320987654321,,0.2222222222222222,False
231,2392.0,exists another object of the same shape that is blue,False,1.0,2.0,0.0,11.0,13.0,0.4498018967907455,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,2.0,False,False,True,False,0.761904761904762,0.654320987654321,1.0,0.7777777777777778,True
232,2393.0,exists another object of the same shape that is blue,False,2.0,2.0,0.0,3.0,21.0,0.3219275156112644,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,2.0,False,False,True,False,0.761904761904762,0.654320987654321,1.0,0.7777777777777778,True
233,2394.0,exists another object of the same shape that is blue,False,3.0,2.0,1.0,11.0,13.0,0.3450832132270989,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,2.0,True,False,True,False,0.761904761904762,0.654320987654321,1.0,0.7777777777777778,True
234,2395.0,exists another object of the same shape that is blue,False,4.0,2.0,1.0,12.0,12.0,0.386945847824677,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg89,2.0,True,False,True,False,0.761904761904762,0.654320987654321,1.0,0.7777777777777778,True
235,2396.0,exists another object of the same shape that is blue,False,5.0,2.0,1.0,9.0,15.0,0.3392934118243147,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green triangle,hg89,2.0,True,False,True,False,0.761904761904762,0.654320987654321,1.0,0.7777777777777778,True
236,2397.0,exists another object of the same shape that is blue,False,6.0,3.0,0.0,5.0,19.0,0.4039541817001009,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",medium blue triangle,hg89,3.0,False,False,True,True,0.761904761904762,0.654320987654321,0.8333333333333334,0.6666666666666666,False
237,2398.0,exists another object of the same shape that is blue,False,7.0,3.0,1.0,23.0,1.0,0.753339971675473,"""λx.apply1(triangle,x.o)""
",triangle,"def is_rule(obj):
    return obj.triangle",medium green triangle,hg89,3.0,True,True,True,True,0.761904761904762,0.654320987654321,0.8333333333333334,0.6666666666666666,True
238,2399.0,exists another object of the same shape that is blue,False,8.0,4.0,0.0,20.0,4.0,0.6942108633588759,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",large yellow triangle,hg89,4.0,False,True,True,True,0.761904761904762,0.654320987654321,1.0,0.6419753086419753,True
239,2400.0,exists another object of the same shape that is blue,False,9.0,4.0,0.0,22.0,2.0,0.7660427516215123,"""λx.apply7(not,apply1(compose11(compose8(or,blue),circle),x.o))""
",not (blue or circle),"def is_rule(obj):
    return not (obj.blue or obj.circle)",small green triangle,hg89,4.0,False,True,True,True,0.761904761904762,0.654320987654321,1.0,0.6419753086419753,True
240,2401.0,exists another object of the same shape that is blue,False,10.0,5.0,0.0,18.0,6.0,0.2265265275331103,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow triangle,hg89,5.0,False,False,True,False,0.761904761904762,0.654320987654321,0.6,0.7777777777777778,True
241,2402.0,exists another object of the same shape that is blue,False,11.0,5.0,0.0,4.0,20.0,0.2804430077759434,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg89,5.0,False,False,True,False,0.761904761904762,0.654320987654321,0.6,0.7777777777777778,True
242,2403.0,exists another object of the same shape that is blue,False,12.0,6.0,0.0,2.0,21.0,0.2739156724165923,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg89,6.0,False,False,True,False,0.761904761904762,0.654320987654321,0.6666666666666666,0.7777777777777778,True
243,2404.0,exists another object of the same shape that is blue,False,13.0,6.0,0.0,4.0,19.0,0.1931233842759638,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg89,6.0,False,False,True,False,0.761904761904762,0.654320987654321,0.6666666666666666,0.7777777777777778,True
244,2405.0,exists another object of the same shape that is blue,False,14.0,7.0,0.0,4.0,19.0,0.2514847136714024,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg89,7.0,False,False,True,False,0.761904761904762,0.654320987654321,0.7142857142857143,0.7777777777777778,True
245,2406.0,exists another object of the same shape that is blue,False,15.0,8.0,0.0,1.0,22.0,0.1873751222067312,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg89,8.0,False,False,True,False,0.761904761904762,0.654320987654321,0.7333333333333333,0.7777777777777778,True
246,2407.0,exists another object of the same shape that is blue,False,16.0,8.0,0.0,3.0,20.0,0.3475706044835078,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg89,8.0,False,False,True,False,0.761904761904762,0.654320987654321,0.7333333333333333,0.7777777777777778,True
247,2408.0,exists another object of the same shape that is blue,False,17.0,8.0,0.0,2.0,21.0,0.098290711545701,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,8.0,False,False,True,False,0.761904761904762,0.654320987654321,0.7333333333333333,0.7777777777777778,True
248,2409.0,exists another object of the same shape that is blue,False,18.0,8.0,0.0,3.0,20.0,0.2289158755421567,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow circle,hg89,8.0,False,False,True,False,0.761904761904762,0.654320987654321,0.7333333333333333,0.7777777777777778,True
249,2410.0,exists another object of the same shape that is blue,False,19.0,8.0,0.0,2.0,21.0,0.2298017802833101,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,8.0,False,False,True,False,0.761904761904762,0.654320987654321,0.7333333333333333,0.7777777777777778,True
250,2411.0,exists another object of the same shape that is blue,False,20.0,9.0,1.0,7.0,16.0,0.1626513902439228,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg89,9.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8,0.7777777777777778,True
251,2412.0,exists another object of the same shape that is blue,False,21.0,9.0,0.0,0.0,23.0,0.2179079436298252,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large blue circle,hg89,9.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8,0.7777777777777778,True
252,2413.0,exists another object of the same shape that is blue,False,22.0,9.0,0.0,1.0,22.0,0.1121768438878234,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg89,9.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8,0.7777777777777778,True
253,2414.0,exists another object of the same shape that is blue,False,23.0,10.0,0.0,0.0,23.0,0.0424998119246993,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,10.0,False,False,True,False,0.761904761904762,0.654320987654321,0.782608695652174,0.7777777777777778,True
254,2415.0,exists another object of the same shape that is blue,False,24.0,10.0,0.0,18.0,5.0,0.3360165359550819,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,10.0,False,False,True,False,0.761904761904762,0.654320987654321,0.782608695652174,0.7777777777777778,True
255,2416.0,exists another object of the same shape that is blue,False,25.0,10.0,0.0,1.0,22.0,0.1268084702770693,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg89,10.0,False,False,True,False,0.761904761904762,0.654320987654321,0.782608695652174,0.7777777777777778,True
256,2417.0,exists another object of the same shape that is blue,False,26.0,11.0,0.0,1.0,22.0,0.1451954885335453,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow rectangle,hg89,11.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8076923076923077,0.7777777777777778,True
257,2418.0,exists another object of the same shape that is blue,False,27.0,11.0,0.0,1.0,22.0,0.1726361792626676,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg89,11.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8076923076923077,0.7777777777777778,True
258,2419.0,exists another object of the same shape that is blue,False,28.0,11.0,0.0,0.0,23.0,0.0746861467742974,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue triangle,hg89,11.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8076923076923077,0.7777777777777778,True
259,2420.0,exists another object of the same shape that is blue,False,29.0,11.0,0.0,0.0,23.0,0.0549036765947903,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg89,11.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8076923076923077,0.7777777777777778,True
260,2421.0,exists another object of the same shape that is blue,False,30.0,12.0,0.0,1.0,22.0,0.1327704892220254,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg89,12.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8333333333333334,0.7777777777777778,True
261,2422.0,exists another object of the same shape that is blue,False,31.0,12.0,0.0,1.0,22.0,0.050461671497942,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,12.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8333333333333334,0.7777777777777778,True
262,2423.0,exists another object of the same shape that is blue,False,32.0,12.0,0.0,1.0,22.0,0.077306193037657,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green rectangle,hg89,12.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8333333333333334,0.7777777777777778,True
263,2424.0,exists another object of the same shape that is blue,False,33.0,13.0,0.0,1.0,22.0,0.1008514562897744,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg89,13.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8484848484848485,0.7777777777777778,True
264,2425.0,exists another object of the same shape that is blue,False,34.0,13.0,1.0,1.0,22.0,0.0806904511380253,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium green circle,hg89,13.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8484848484848485,0.7777777777777778,True
265,2426.0,exists another object of the same shape that is blue,False,35.0,14.0,0.0,4.0,19.0,0.128112848058322,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg89,14.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8285714285714286,0.7777777777777778,True
266,2427.0,exists another object of the same shape that is blue,False,36.0,14.0,0.0,2.0,21.0,0.0532838830421269,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow circle,hg89,14.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8285714285714286,0.7777777777777778,True
267,2428.0,exists another object of the same shape that is blue,False,37.0,14.0,0.0,0.0,23.0,0.0558014439168346,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue rectangle,hg89,14.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8285714285714286,0.7777777777777778,True
268,2429.0,exists another object of the same shape that is blue,False,38.0,15.0,0.0,0.0,23.0,0.0407470607915456,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue circle,hg89,15.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8421052631578947,0.7777777777777778,True
269,2430.0,exists another object of the same shape that is blue,False,39.0,15.0,0.0,1.0,22.0,0.106839931159925,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small green rectangle,hg89,15.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8421052631578947,0.7777777777777778,True
270,2431.0,exists another object of the same shape that is blue,False,40.0,15.0,0.0,12.0,11.0,0.1144057083313327,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,15.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8421052631578947,0.7777777777777778,True
271,2432.0,exists another object of the same shape that is blue,False,41.0,15.0,0.0,12.0,11.0,0.1194526511632148,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg89,15.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8421052631578947,0.7777777777777778,True
272,2433.0,exists another object of the same shape that is blue,False,42.0,15.0,0.0,1.0,22.0,0.0748817606901184,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg89,15.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8421052631578947,0.7777777777777778,True
273,2434.0,exists another object of the same shape that is blue,False,43.0,16.0,0.0,2.0,21.0,0.0415687847635126,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small yellow rectangle,hg89,16.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8604651162790697,0.7777777777777778,True
274,2435.0,exists another object of the same shape that is blue,False,44.0,16.0,0.0,2.0,21.0,0.074533174464932,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow rectangle,hg89,16.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8604651162790697,0.7777777777777778,True
275,2436.0,exists another object of the same shape that is blue,False,45.0,16.0,0.0,2.0,21.0,0.0410627948174351,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,16.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8604651162790697,0.7777777777777778,True
276,2437.0,exists another object of the same shape that is blue,False,46.0,16.0,1.0,10.0,13.0,0.2006202951631621,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green triangle,hg89,16.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8604651162790697,0.7777777777777778,True
277,2438.0,exists another object of the same shape that is blue,False,47.0,16.0,0.0,2.0,21.0,0.0510345706748012,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large green circle,hg89,16.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8604651162790697,0.7777777777777778,True
278,2439.0,exists another object of the same shape that is blue,False,48.0,17.0,1.0,4.0,19.0,0.0889003423802705,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow circle,hg89,17.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8958333333333334,0.8148148148148148,True
279,2440.0,exists another object of the same shape that is blue,False,49.0,17.0,0.0,1.0,22.0,0.0206714331267221,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small blue circle,hg89,17.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8958333333333334,0.8148148148148148,True
280,2441.0,exists another object of the same shape that is blue,False,50.0,17.0,1.0,2.0,21.0,0.1140773759966577,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",small yellow rectangle,hg89,17.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8958333333333334,0.8148148148148148,True
281,2442.0,exists another object of the same shape that is blue,False,51.0,17.0,0.0,2.0,21.0,0.0361777617586085,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",medium blue rectangle,hg89,17.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8958333333333334,0.8148148148148148,True
282,2443.0,exists another object of the same shape that is blue,False,52.0,17.0,1.0,10.0,13.0,0.1217543613012139,"""λx.apply1(compose11(compose8(and,green),triangle),x.o)""
",green and triangle,"def is_rule(obj):
    return obj.green and obj.triangle",large green circle,hg89,17.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8958333333333334,0.8148148148148148,True
283,2444.0,exists another object of the same shape that is blue,False,53.0,18.0,0.0,3.0,20.0,0.0138228100367996,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",there is a blue object of the same shape that is not the same color,"def is_rule(obj):
    return np.any([x.blue and (x.color != obj.color) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue circle,hg89,18.0,False,False,True,False,0.761904761904762,0.654320987654321,1.0,1.0,True
284,2445.0,exists another object of the same shape that is blue,False,54.0,19.0,0.0,8.0,15.0,0.0370393916418834,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow circle,hg89,19.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8148148148148148,0.7777777777777778,True
285,2446.0,exists another object of the same shape that is blue,False,55.0,19.0,1.0,17.0,6.0,0.406315448777832,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium yellow triangle,hg89,19.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8148148148148148,0.7777777777777778,True
286,2447.0,exists another object of the same shape that is blue,False,56.0,19.0,0.0,0.0,23.0,0.0176473333821149,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",medium blue rectangle,hg89,19.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8148148148148148,0.7777777777777778,True
287,2448.0,exists another object of the same shape that is blue,False,57.0,19.0,1.0,16.0,7.0,0.4191343333063742,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",large yellow triangle,hg89,19.0,True,False,True,False,0.761904761904762,0.654320987654321,0.8148148148148148,0.7777777777777778,True
288,2449.0,exists another object of the same shape that is blue,False,58.0,19.0,0.0,1.0,22.0,0.0136220180165764,"""λx.apply1(apply2(size-gt,x.o),x.o)""
",larger than itself,"def is_rule(obj):
    return obj.size_num > obj.size_num",small blue triangle,hg89,19.0,False,False,True,False,0.761904761904762,0.654320987654321,0.8148148148148148,0.7777777777777778,True
289,2450.0,exists another object of the same shape that is blue,False,59.0,20.0,0.0,1.0,21.0,0.0193987064253633,"""λx.exists(apply2(compose3(not,same_color),x.o), filter(compose11(compose8(and,blue),apply2(same_shape,x.o)), x.s))""
",there is a blue object of the same shape that is not the same color,"def is_rule(obj):
    return np.any([x.blue and (x.color != obj.color) and (x.shape == obj.shape)  for x in obj.current_set.objs])",medium blue circle,hg89,20.0,False,False,True,False,0.761904761904762,0.654320987654321,1.0,1.0,True
